index,roc_auc,ap_merged,ap_not_merged,balanced_accuracy,accuracy,f1_merged,f1_not_merged,recall_merged,recall_not_merged
pr_features - pr_dataset,-0.054332745596702314,-0.07789585042710123,-0.022723281732480394,-0.025561816342544952,-0.015839493136219684,-0.006492791900517214,-0.06105555216781511,0.015358361774744034,-0.06648199445983383
combined - pr_dataset,0.054850954402352214,0.031126472920407044,0.09463610179252624,0.037624204664706506,0.03537486800422385,0.02448534731422236,0.06370456845724204,0.028156996587030747,0.047091412742382266
